Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrix_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_NewZealand_HongKong	clockRate.c:h3n2_2deme	proportionInvariant.s:h3n2_2deme	kappa.s:h3n2_2deme	freqParameter.s:h3n2_2deme1	freqParameter.s:h3n2_2deme2	freqParameter.s:h3n2_2deme3	freqParameter.s:h3n2_2deme4	
6340000	-4613.357076134841	-4525.160851458002	-88.19622467683925	-4525.160851458002	7.672697541747951	47.24967196130748	36.9812732455629	10.268398715744581	0	10	39	20	0	2.281817619902114	0.452054254945395	0.020292455038042362	1.1414987394971718	0.0034590257398893006	0.413003939786499	8.174680620901585	0.33038217569449024	0.21103801526028546	0.21087851746307334	0.2477012915821515	
6341000	-4607.197716900646	-4522.377711458171	-84.82000544247481	-4522.377711458171	7.927225615489641	47.61971107028593	39.16692512999771	8.45278594028823	0	11	40	19	0	2.2999040983731156	0.42658058399217935	0.004052919970502274	1.056717493616951	0.0037143741601060477	0.413003939786499	8.174680620901585	0.33038217569449024	0.21103801526028546	0.21087851746307334	0.2477012915821515	
6342000	-4616.945355720709	-4529.763887484351	-87.18146823635827	-4529.763887484351	7.850211030894387	47.61885056330719	39.41811555482102	8.200735008486149	1	12	40	19	0	1.941649272243983	0.36690369289811653	0.06553148673284577	1.327518458065973	0.003347173442488091	0.413003939786499	5.614854718593977	0.33038217569449024	0.21103801526028546	0.20156586733269932	0.2570139417125255	
6343000	-4618.890054801926	-4515.893060421321	-102.99699438060519	-4515.893060421321	7.773467988655641	48.95788868707538	37.90797230029834	11.049916386777037	3	13	39	20	0	2.1856054751845555	0.3828601410636264	0.11872812446274177	0.7331542660564107	0.003167017875630983	0.413003939786499	7.0874735902223245	0.33038217569449024	0.21103801526028546	0.20156586733269932	0.2570139417125255	
6344000	-4619.802210657475	-4521.119100121195	-98.683110536281	-4521.119100121195	7.783394960295454	49.036174001142875	37.86537189049579	11.170802110647086	4	12	37	22	0	2.175988980670013	0.3811755861482137	0.06810063066345248	0.8124772561385233	0.0034754964354423907	0.413003939786499	7.0874735902223245	0.33038217569449024	0.21103801526028546	0.20156586733269932	0.2570139417125255	
6345000	-4613.048309261636	-4524.221099407112	-88.82720985452356	-4524.221099407112	7.728468360277948	48.50632342591362	40.0796377751052	8.426685650808395	1	11	39	20	0	2.1753152585162217	0.37160450526129557	0.06812172227460425	0.8127288904360205	0.0035384579708299863	0.413003939786499	7.0874735902223245	0.33038217569449024	0.19969904238469555	0.20156586733269932	0.2683529145881154	
6346000	-4606.996455216901	-4518.1472277807425	-88.84922743615866	-4518.1472277807425	7.8247963418042294	48.80879650604102	40.602957167815454	8.205839338225555	0	11	40	19	0	2.177262805002986	0.2578906764986075	0.0691696877880962	1.4823346655809175	0.0038183041883328665	0.4389610318196712	7.0874735902223245	0.344488611925088	0.19969904238469555	0.21830950363205184	0.2375028420581651	
6347000	-4618.51354439021	-4522.934485758061	-95.57905863214877	-4522.934485758061	7.288089764712876	48.09853892293016	38.98932360060219	9.10921532232797	1	12	40	19	0	1.9933971872706644	0.3758125195077423	0.052896384141928356	0.8356463773114416	0.0037520282044258575	0.4389610318196712	8.088857105067971	0.344488611925088	0.19969904238469555	0.21830950363205184	0.2375028420581651	
6348000	-4602.369407297702	-4517.9608824381485	-84.40852485955426	-4517.9608824381485	7.6497234654933735	48.21441816129226	39.081134854381986	9.133283306910275	0	11	40	19	0	1.97117134319159	0.2835187392723467	0.022633529666665334	0.8450686663232613	0.0036512491152164	0.4389610318196712	7.585810360327726	0.344488611925088	0.19969904238469555	0.21830950363205184	0.2375028420581651	
6349000	-4592.802602656842	-4520.573757479716	-72.22884517712627	-4520.573757479716	7.241665467499046	44.70844549423527	36.768130464848106	7.940315029387177	0	11	40	19	0	2.289598379193443	0.17854595382709476	0.022248671773527573	1.166945755870162	0.0035970442533140197	0.24459339858331958	7.585810360327726	0.3530489876492258	0.19969904238469555	0.20974912790791406	0.2375028420581651	
6350000	-4604.607152340832	-4523.810829574965	-80.79632276586624	-4523.810829574965	7.212967758588132	44.86645483786735	36.54986849712961	8.316586340737743	2	12	39	20	0	2.315809544842385	0.17505192624275828	0.026835763512322943	1.1537378439421	0.0035879952262644742	0.3179171829021538	7.585810360327726	0.3530489876492258	0.19969904238469555	0.20974912790791406	0.2375028420581651	
6351000	-4605.105013888648	-4513.952297818892	-91.15271606975568	-4513.952297818892	7.124941249893795	45.05707292138854	36.79703739047717	8.260035530911345	3	14	40	19	0	2.2957851949226384	0.393644389385899	0.026546167896682668	1.177508586356531	0.0037258884555469688	0.43532888345100373	7.585810360327726	0.3530489876492258	0.19969904238469555	0.20974912790791406	0.2375028420581651	
6352000	-4608.291580652957	-4514.24778083751	-94.04379981544716	-4514.24778083751	7.15050153046269	44.25693499244869	34.851560842107624	9.405374150341075	4	14	39	20	0	1.6015676093177598	0.5092576637004513	0.12004112671896479	1.0627126356357386	0.003803729937159615	0.43532888345100373	7.602636002734316	0.3530489876492258	0.19698810403380418	0.20974912790791406	0.24021378040905647	
6353000	-4610.396092504868	-4516.121326463894	-94.2747660409739	-4516.121326463894	7.381404081293941	45.21087343763408	33.99944573084309	11.211427706790978	2	12	39	20	0	2.186879143184494	0.3935320800631289	0.13268594160783187	1.061092728540018	0.0036592472424541718	0.43532888345100373	7.602636002734316	0.3530489876492258	0.19698810403380418	0.20974912790791406	0.24021378040905647	
6354000	-4603.0075364890245	-4521.996042945319	-81.01149354370548	-4521.996042945319	7.192357974913738	43.34855993194893	35.00215750068855	8.346402431260376	0	10	39	20	0	1.9343218779030424	0.4750111017135741	0.03933541580273429	1.567408536323117	0.003671266822337211	0.43532888345100373	7.602636002734316	0.3494020212233398	0.19698810403380418	0.20974912790791406	0.2438607468349425	
6355000	-4598.471675977972	-4525.632533247276	-72.83914273069564	-4525.632533247276	7.063238517855242	40.750354782416444	32.540821501529614	8.20953328088683	0	10	39	20	0	1.4896681560169582	0.4760394328944879	0.01717123190465229	1.4851277236004314	0.003918408028390661	0.43532888345100373	6.643925068235586	0.3494020212233398	0.19163559974052097	0.20974912790791406	0.2492132511282257	
6356000	-4608.651194185052	-4532.26922604641	-76.38196813864234	-4532.26922604641	7.123495711405636	41.226747995989946	32.79009816248347	8.436649833506486	0	10	39	20	0	2.046733251945698	0.48762785933808733	0.010831875757651802	1.0669732174871382	0.003887313433768821	0.43532888345100373	6.643925068235586	0.34590140155856486	0.1951362194052959	0.20974912790791406	0.2492132511282257	
6357000	-4608.73208585483	-4531.400177053771	-77.33190880105924	-4531.400177053771	7.4134355310032385	42.9665290524577	34.882932288940566	8.08359676351714	0	10	39	20	0	2.0495381374053316	0.3542814364352518	0.010817051846713678	1.2837157384455329	0.004187986696859723	0.43532888345100373	6.643925068235586	0.34590140155856486	0.1951362194052959	0.20974912790791406	0.2492132511282257	
6358000	-4596.2102848718905	-4513.152034656364	-83.05825021552661	-4513.152034656364	7.832753634284381	44.52030826525307	36.27613850848206	8.244169756771011	0	10	39	20	0	2.061095130697024	0.3562791685630554	0.026680818467943013	1.1490396088282357	0.004015187856796325	0.43532888345100373	6.643925068235586	0.34590140155856486	0.1951362194052959	0.20974912790791406	0.2492132511282257	
6359000	-4598.124736752917	-4513.840427365259	-84.28430938765823	-4513.840427365259	8.016346702370564	44.23445885214746	34.37635538426834	9.858103467879136	1	11	39	20	0	2.060322378692337	0.44479096741298946	0.1436987576910591	1.3131939404802846	0.003954288083042371	0.43532888345100373	6.643925068235586	0.34590140155856486	0.1951362194052959	0.20974912790791406	0.2492132511282257	
6360000	-4609.924940206626	-4515.7057958413925	-94.21914436523323	-4515.7057958413925	7.751815871148372	45.66504298006903	34.05877630240929	11.606266677659729	2	10	37	22	0	1.2412161362725431	0.5848346163630038	0.0844338454083882	1.2645451794977278	0.003581144878723289	0.43532888345100373	6.643925068235586	0.33190738037015144	0.20913024059370933	0.20974912790791406	0.2492132511282257	
6361000	-4613.382575557279	-4524.847821240816	-88.53475431646261	-4524.847821240816	7.314795480628487	43.27322420824396	32.69632085323216	10.576903355011797	1	10	38	21	0	2.1127126376883094	0.5874616512702472	0.08405627070413137	0.5949229104842981	0.004089771945081556	0.4942088752666634	6.761847213094766	0.33190738037015144	0.20913024059370933	0.20974912790791406	0.2492132511282257	
6362000	-4608.595959510756	-4523.263517630302	-85.33244188045406	-4523.263517630302	7.291184819575401	43.080783478238956	34.56938283469653	8.511400643542427	1	11	39	20	0	2.114989707416	0.37218261331203395	0.01835859097881665	0.8075844366972752	0.004303520147145924	0.4942088752666634	6.761847213094766	0.33190738037015144	0.20913024059370933	0.20974912790791406	0.2492132511282257	
6363000	-4607.172426821686	-4522.605623315772	-84.56680350591314	-4522.605623315772	7.25438685670137	43.037137296925806	33.19227885326157	9.844858443664236	1	10	38	21	0	1.9539689432067227	0.49723043127281114	0.05974545452489371	1.3217324463753999	0.003897530817549551	0.4942088752666634	6.761847213094766	0.33190738037015144	0.20913024059370933	0.20974912790791406	0.2492132511282257	
6364000	-4616.980624735193	-4532.479673291847	-84.50095144334578	-4532.479673291847	7.217998834086596	41.37049105914161	31.15855519455842	10.211935864583179	4	12	37	22	0	1.5769419682143884	0.49354883632579977	0.11681899423711678	1.4735341664731398	0.004116373046593608	0.4942088752666634	6.761847213094766	0.33190738037015144	0.20913024059370933	0.20974912790791406	0.2492132511282257	
6365000	-4621.944827217375	-4527.579560919319	-94.36526629805606	-4527.579560919319	7.565441581519947	43.67713209231337	31.96273767310999	11.714394419203362	5	13	37	22	0	1.3570116814517874	0.4918504253564678	0.09705770860916861	0.6761014952266526	0.004287607902432152	0.4942088752666634	6.761847213094766	0.33190738037015144	0.20913024059370933	0.22303830155691826	0.2359240774792215	
6366000	-4601.312202915365	-4524.271438921343	-77.0407639940212	-4524.271438921343	7.5074953263450315	41.65724685747145	31.98639305740639	9.670853800065064	2	12	39	20	0	1.4333459187902	0.33342704932952716	0.07205562438817735	1.071287522654553	0.003978609500565579	0.4942088752666634	6.761847213094766	0.33190738037015144	0.2130808265891632	0.2190877155614644	0.2359240774792215	
6367000	-4622.388908163964	-4531.642613800981	-90.74629436298225	-4531.642613800981	7.050470550402244	41.98523845084673	34.710900987214906	7.274337463631831	3	14	40	19	0	2.490285231974586	0.38954120698944267	0.15011223343782062	2.1522487328621094	0.004008573031570548	0.33303444537295035	6.761847213094766	0.33190738037015144	0.2130808265891632	0.2190877155614644	0.2359240774792215	
6368000	-4607.54782813193	-4521.032838825129	-86.51498930680103	-4521.032838825129	7.039350426926948	42.165104287435796	33.95151956680432	8.213584720631484	2	13	40	19	0	2.204043350042332	0.30235791000513573	0.059624381769453186	1.7407824603718345	0.004103477494482965	0.44734470659806275	6.761847213094766	0.3404832924452264	0.2130808265891632	0.2105118034863894	0.2359240774792215	
6369000	-4605.07807658251	-4519.216640496139	-85.86143608637128	-4519.216640496139	7.41877415885122	43.497349045079744	35.17005312921638	8.327295915863358	1	12	40	19	0	2.6414586233144086	0.3365455209355179	0.028584531229042667	1.4754220842101802	0.004170132560566155	0.44734470659806275	6.761847213094766	0.3404832924452264	0.2130808265891632	0.2105118034863894	0.2359240774792215	
6370000	-4610.347740023508	-4519.980420435474	-90.36731958803354	-4519.980420435474	7.0146964758251675	42.83283558669526	33.58882578425928	9.244009802435983	1	13	41	18	0	2.453853158391409	0.44365760768824364	0.029063497051548547	1.500144433037404	0.00395382880872021	0.30625052680556225	6.761847213094766	0.3404832924452264	0.2130808265891632	0.2105118034863894	0.2359240774792215	
6371000	-4611.096313030858	-4524.994271980255	-86.10204105060312	-4524.994271980255	6.996667385841375	42.03693621044766	32.15629559359411	9.880640616853542	0	10	39	20	0	1.8604035450813898	0.5198798538809957	0.039417447135547165	1.5034364189186802	0.004079206053718803	0.30625052680556225	6.761847213094766	0.3404832924452264	0.2130808265891632	0.2105118034863894	0.2359240774792215	
6372000	-4602.081856419811	-4519.532725750616	-82.54913066919472	-4519.532725750616	6.874267691042061	39.31945068744501	29.841586203075423	9.477864484369581	1	12	40	19	0	1.8455830801041246	0.46543122816929183	0.023935847727791087	1.6930438348870727	0.003697718453032941	0.30625052680556225	6.968154096237498	0.3404832924452264	0.2130808265891632	0.2105118034863894	0.2359240774792215	
6373000	-4600.983729569301	-4524.738515439259	-76.2452141300424	-4524.738515439259	6.801597603280196	38.70328985079534	29.547815231102568	9.155474619692779	1	10	38	21	0	1.94159955659115	0.4579956213170456	0.03545905494237589	0.802966955957096	0.0038116185025134203	0.30625052680556225	6.968154096237498	0.3404832924452264	0.2130808265891632	0.2105118034863894	0.2359240774792215	
6374000	-4606.407249618029	-4528.790324249424	-77.61692536860471	-4528.790324249424	6.870586091768556	38.801695159547734	29.782677689938467	9.019017469609253	2	11	38	21	0	1.6342078649147986	0.3554804785985027	0.07623368118149637	1.4894487169504078	0.004613896460300643	0.30625052680556225	6.968154096237498	0.3404832924452264	0.21417811060022823	0.2105118034863894	0.23482679346815646	
6375000	-4597.261988015571	-4524.210481230016	-73.05150678555505	-4524.210481230016	6.464978676838985	37.92161188249746	29.288362474226194	8.633249408271265	0	10	39	20	0	1.871227039203953	0.4167856178502375	0.05359042163064108	1.4934625729637014	0.004648007549516601	0.30625052680556225	6.968154096237498	0.3404832924452264	0.21417811060022823	0.2105118034863894	0.23482679346815646	
6376000	-4597.591458968524	-4519.6194580252095	-77.97200094331455	-4519.6194580252095	6.422804009664412	38.16065500015052	27.930043028016133	10.230611972134373	2	10	37	22	0	1.4204218733248815	0.4318640162860905	0.024853957533553014	0.8313254357756936	0.004327514785263044	0.30625052680556225	6.968154096237498	0.3404832924452264	0.21417811060022823	0.2105118034863894	0.23482679346815646	
6377000	-4593.189227957251	-4522.536614107895	-70.65261384935633	-4522.536614107895	6.563389617701916	37.37858536135963	27.442889548977615	9.935695812382018	2	9	36	23	0	1.427242019307109	0.3552281510634743	0.11951532637079167	0.8273529064120454	0.0044867083149813134	0.30625052680556225	6.292475776535941	0.3404832924452264	0.21417811060022823	0.2105118034863894	0.23482679346815646	
6378000	-4593.598919027302	-4520.377702069997	-73.22121695730519	-4520.377702069997	6.5423752073722605	37.531034520626044	24.417292545558986	13.113741975067057	2	8	35	24	0	1.2401920204177457	0.5193534845654311	0.11583659672210234	0.8280337753587201	0.00492822039788437	0.30625052680556225	6.292475776535941	0.3404832924452264	0.21417811060022823	0.2105118034863894	0.23482679346815646	
6379000	-4607.959534308403	-4529.2605373678725	-78.69899694053015	-4529.2605373678725	6.584547822345913	38.601156305884615	26.003978863867598	12.597177442017024	2	8	35	24	0	1.2918030888962775	0.46061892610077654	0.28011706366632544	0.828993652452008	0.004518239809705437	0.30625052680556225	6.292475776535941	0.3404832924452264	0.20205747140255137	0.22263244268406626	0.23482679346815646	
6380000	-4613.280653496306	-4529.809139293461	-83.4715142028449	-4529.809139293461	7.307605885114957	39.11623073946205	25.327875975393464	13.788354764068576	6	10	33	26	0	1.5495073820721386	0.4008846567929498	0.23382166466908222	0.4449254212425907	0.004147230197113611	0.30625052680556225	6.292475776535941	0.3404832924452264	0.20205747140255137	0.22263244268406626	0.23482679346815646	
6381000	-4609.713431704242	-4526.420871152031	-83.29256055221029	-4526.420871152031	7.602925087366173	42.42277730369241	27.13263941937828	15.290137884314127	4	8	33	26	0	1.7865972544385307	0.47321393933865136	0.23598921574618373	0.5584720250568109	0.0033287785518758147	0.5294554532943099	6.292475776535941	0.3404832924452264	0.20205747140255137	0.22263244268406626	0.23482679346815646	
6382000	-4623.781030820542	-4527.104642292981	-96.67638852756069	-4527.104642292981	7.56646588802329	43.217494277695735	27.199959290802635	16.017534986893086	8	12	33	26	0	1.3234463436778001	0.4788417952893555	0.24232411682019717	0.8360978799462494	0.0032197415475828453	0.5294554532943099	6.4582308130914585	0.3404832924452264	0.20205747140255137	0.22263244268406626	0.23482679346815646	
6383000	-4608.222246721711	-4517.099596584038	-91.12265013767222	-4517.099596584038	7.583976254179018	43.87087655520483	30.79447469265885	13.076401862545975	4	10	35	24	0	1.7367706040397266	0.393782168100649	0.24247370338174454	0.6685378985887845	0.003932738919465378	0.44601024945042267	6.4582308130914585	0.34433187192280434	0.20205747140255137	0.21878386320648835	0.23482679346815646	
6384000	-4606.253217423167	-4524.022890295741	-82.23032712742696	-4524.022890295741	7.684378271467677	43.37175370320156	32.53815973952364	10.833593963677917	1	9	37	22	0	1.6374683113872326	0.5909332593981675	0.09691170487463723	0.6554294644899091	0.004103011052352474	0.44601024945042267	6.4582308130914585	0.34433187192280434	0.20205747140255137	0.21878386320648835	0.23482679346815646	
6385000	-4611.567685385227	-4521.842133958505	-89.7255514267225	-4521.842133958505	7.556811463850216	43.80293466522385	33.07167065070162	10.731264014522248	3	12	38	21	0	1.9500199117679344	0.545644113826505	0.12642962317963122	1.0045357888612623	0.0039782092026225315	0.44601024945042267	6.4582308130914585	0.3339479345267087	0.21244140879864706	0.2071167813243397	0.24649387535030512	
6386000	-4602.351108853423	-4528.263355536399	-74.08775331702446	-4528.263355536399	7.5272429829156895	41.58162845350594	32.72410661920185	8.857521834304109	1	11	39	20	0	1.9570372609530793	0.4004771560223494	0.083601935019702	1.7576923521582137	0.0037058037406842736	0.44601024945042267	6.4582308130914585	0.32007200216663756	0.22631734115871818	0.2071167813243397	0.24649387535030512	
6387000	-4593.970536046227	-4522.0428927858575	-71.92764326036917	-4522.0428927858575	7.407422079276713	42.29525927360802	33.582203787656994	8.713055485951028	0	10	39	20	0	2.051376589118089	0.2438464866002354	0.027449177844331762	1.2603812125394422	0.0039665015112517405	0.44601024945042267	6.4582308130914585	0.32007200216663756	0.22631734115871818	0.2071167813243397	0.24649387535030512	
6388000	-4601.613218300303	-4527.37542760537	-74.23779069493311	-4527.37542760537	7.359532730736133	41.549343009539164	33.338920785525204	8.210422224013943	1	12	40	19	0	1.6912335858335552	0.2603635150608584	0.05465101877319312	1.2502007965084898	0.004388567059435359	0.46623801324500425	6.4582308130914585	0.32007200216663756	0.22631734115871818	0.2071167813243397	0.24649387535030512	
6389000	-4606.154541384971	-4531.191510086895	-74.96303129807582	-4531.191510086895	7.59005268091511	42.75065262157278	33.49118258289586	9.259470038676909	0	9	38	21	0	1.29662048880473	0.25235588226491573	0.03129332804310179	1.3869924703591663	0.003928378260426692	0.46623801324500425	6.4582308130914585	0.35229975996051915	0.19408958336483656	0.2071167813243397	0.24649387535030512	
6390000	-4601.8203547089715	-4525.971112134614	-75.84924257435765	-4525.971112134614	7.723010610993313	43.52197358602037	36.60281517640631	6.919158409614068	0	11	40	19	0	2.283642957721234	0.2853891487822707	0.01128518886242755	1.0787758198806519	0.003820628608767912	0.46623801324500425	6.4582308130914585	0.35229975996051915	0.19408958336483656	0.2071167813243397	0.24649387535030512	
6391000	-4595.259797685479	-4521.2133032227475	-74.04649446273149	-4521.2133032227475	7.550375498674636	43.077111696979465	35.136564382540634	7.94054731443883	0	11	40	19	0	1.4552481504108743	0.3395404702424827	0.012734056116385718	1.2770717153826938	0.0036685363907682177	0.46623801324500425	6.4582308130914585	0.35229975996051915	0.19727159537246552	0.2071167813243397	0.24331186334267615	
6392000	-4601.452509983444	-4528.769665603993	-72.6828443794501	-4528.769665603993	7.852583980857797	42.666862529202845	33.195929650489745	9.470932878713098	0	9	38	21	0	1.4542485191006091	0.29578030205233113	0.03576679980846698	0.4918314065347167	0.004319843777089396	0.3123236525825002	6.4582308130914585	0.35229975996051915	0.19727159537246552	0.2071167813243397	0.24331186334267615	
6393000	-4608.837958751656	-4526.425395556658	-82.41256319499726	-4526.425395556658	7.709879266822321	44.2090171782003	35.959565430166506	8.249451748033787	0	10	39	20	0	1.597338991637247	0.45526802067326144	0.03977941113676319	0.8620095063558219	0.004100069109180924	0.3123236525825002	6.355557106985838	0.35229975996051915	0.19727159537246552	0.2071167813243397	0.24331186334267615	
6394000	-4600.424999458939	-4519.0265501191625	-81.3984493397766	-4519.0265501191625	7.76321465880968	44.748925098807035	35.926609749405536	8.822315349401514	0	10	39	20	0	2.1169346419578448	0.4525291759529533	0.037869412274863894	0.9432153309317654	0.003818589742264471	0.3123236525825002	6.355557106985838	0.35229975996051915	0.19727159537246552	0.2071167813243397	0.24331186334267615	
6395000	-4610.393962901912	-4525.251769192953	-85.14219370895917	-4525.251769192953	7.626514445659078	43.74255947302811	33.32814967973858	10.414409793289536	2	12	39	20	0	1.7194529912972123	0.45531687359592354	0.04731210390548666	0.9374404534621782	0.004198359022137117	0.3247581269762808	6.355557106985838	0.35229975996051915	0.19727159537246552	0.2071167813243397	0.24331186334267615	
6396000	-4604.609035976694	-4521.156169077026	-83.45286689966802	-4521.156169077026	7.805064135009646	44.38662425569444	33.59986363703944	10.786760618655002	0	9	38	21	0	1.7637025480577022	0.42943247451386557	0.0461250898993383	0.4750860532467553	0.003798544887950171	0.3247581269762808	6.348035621365871	0.35229975996051915	0.19727159537246552	0.2071167813243397	0.24331186334267615	
6397000	-4607.273275403379	-4524.240976852741	-83.03229855063715	-4524.240976852741	7.9203050664982335	45.110322892584506	33.67930011779156	11.431022774792932	1	9	37	22	0	1.8295523407000505	0.4315759835668117	0.01595561056853611	0.7270168476760585	0.00376642860215368	0.3247581269762808	7.5802284919415985	0.35229975996051915	0.19727159537246552	0.2071167813243397	0.24331186334267615	
6398000	-4607.696811130689	-4521.0027726473545	-86.69403848333418	-4521.0027726473545	7.785289728584623	46.45580615166629	34.04511124321412	12.410694908452161	0	8	37	22	0	2.152829708536396	0.42185222878617123	0.007574415134619582	0.5657539242584354	0.0037335574962715297	0.3247581269762808	7.5802284919415985	0.35229975996051915	0.19727159537246552	0.2071167813243397	0.24331186334267615	
6399000	-4622.528966463623	-4526.366162756582	-96.16280370704179	-4526.366162756582	8.013212775138577	46.11766938609379	32.438339722627006	13.679329663466788	2	10	37	22	0	1.8644035825533998	0.653302312725685	0.01795214940918056	0.7352176359395116	0.00400530190155901	0.2990992910841532	7.5802284919415985	0.35229975996051915	0.19727159537246552	0.2071167813243397	0.24331186334267615	
6400000	-4622.502621294373	-4529.770075148634	-92.73254614573928	-4529.770075148634	8.161864924348324	45.39910475671066	32.11845385062223	13.280650906088436	2	11	38	21	0	2.1173599707928403	0.40528250724602916	0.042429394787339335	0.8296198543201355	0.0036789463777260043	0.2990992910841532	7.5802284919415985	0.35229975996051915	0.19727159537246552	0.2071167813243397	0.24331186334267615	
6401000	-4610.9901983921245	-4519.978437690802	-91.01176070132225	-4519.978437690802	7.682021342953593	45.57152954150928	34.4129300352666	11.158599506242687	1	12	40	19	0	2.13096152904754	0.4078859727445543	0.04894065950256018	0.8243245345201416	0.0036351800570478764	0.2990992910841532	7.5802284919415985	0.3535224951265909	0.19727159537246552	0.20589404615826795	0.24331186334267615	
6402000	-4621.020433158433	-4527.869348645622	-93.15108451281012	-4527.869348645622	7.938833131665807	46.61894750814552	35.627154615624995	10.991792892520513	2	11	38	21	0	1.6451790508007857	0.45532130855128344	0.024494431049725495	0.8222998570310533	0.0033406822319984116	0.2990992910841532	7.5802284919415985	0.3535224951265909	0.19727159537246552	0.20589404615826795	0.24331186334267615	
6403000	-4620.072059241816	-4524.215004243283	-95.85705499853243	-4524.215004243283	7.86965371588481	47.433890706623814	37.998713965046306	9.435176741577518	0	11	40	19	0	2.065956060538166	0.5083007376242991	0.024265113254146004	2.157958024325505	0.003541422813852346	0.44006528269424056	7.5802284919415985	0.3535224951265909	0.19727159537246552	0.20589404615826795	0.24331186334267615	
6404000	-4615.6045704752705	-4522.867370488902	-92.73719998636835	-4522.867370488902	7.584972633563646	46.317691038160035	36.24350347294919	10.074187565210845	0	10	39	20	0	2.43332460695136	0.7837930088823533	0.0062982706394693	0.9819316737674068	0.004128052532114537	0.44006528269424056	7.5802284919415985	0.3535224951265909	0.19727159537246552	0.20589404615826795	0.24331186334267615	
6405000	-4616.788419670263	-4521.933978388879	-94.85444128138374	-4521.933978388879	7.8715577068213	47.080673434864465	37.68803267464312	9.392640760221356	0	10	39	20	0	2.3350873695788086	1.0093750951701537	0.001877056569631965	0.9677818151608574	0.0034026586226497952	0.44006528269424056	7.5802284919415985	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6406000	-4619.216759442381	-4525.610025931988	-93.60673351039293	-4525.610025931988	7.897457169688125	45.86772786004489	36.73172528602635	9.136002574018537	0	10	39	20	0	1.5600062672051513	0.7718362502334604	0.006667983354846773	1.3992823376413615	0.003289403198400647	0.44006528269424056	7.5802284919415985	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6407000	-4617.840022311557	-4524.942932390017	-92.89708992153987	-4524.942932390017	7.183675789322974	43.80385925505648	31.971185753926996	11.832673501129488	2	11	38	21	0	1.5330090341797529	0.622196444137982	0.045168027910404744	0.8878678364798918	0.0036500428281954767	0.44006528269424056	7.5802284919415985	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6408000	-4599.665350951975	-4514.110772445555	-85.55457850641974	-4514.110772445555	7.116313344419169	44.203263059321415	34.73384342413141	9.469419635190018	1	10	38	21	0	2.0882761199299043	0.38488619740328445	0.08723057358105167	1.0380221049864984	0.0036212676586798807	0.44006528269424056	7.5802284919415985	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6409000	-4615.032554113715	-4520.51360680854	-94.51894730517546	-4520.51360680854	7.107392938630214	46.12546722748648	35.0801391882669	11.045328039219584	1	10	38	21	0	1.7219475024125999	0.45786568352767437	0.040545061391671994	1.1959026312150383	0.003463826099428561	0.38015492681634727	7.5802284919415985	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6410000	-4607.164429491828	-4513.298469325362	-93.86596016646538	-4513.298469325362	7.209003087061113	45.04184393316045	33.03971918547592	12.002124747684547	3	11	37	22	0	2.19716997441665	0.5324374325080892	0.08222756043548667	0.9905438356176294	0.003710002372330088	0.38015492681634727	7.404543492613055	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6411000	-4614.517897288887	-4521.712494779963	-92.80540250892447	-4521.712494779963	7.233060911576989	44.67690044037904	31.59453756985181	13.082362870527229	4	11	36	23	0	1.3680604178683184	0.5457716450690095	0.03887086412161186	0.7394485347474576	0.0037984138133050228	0.38015492681634727	7.404543492613055	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6412000	-4609.681858547516	-4521.468694013798	-88.21316453371738	-4521.468694013798	7.268972716060168	43.40638118198869	32.399941485810075	11.006439696178623	2	11	38	21	0	1.3673195664189697	0.35810018362624113	0.0646032167218445	1.028613323281565	0.003747616242324849	0.38015492681634727	8.092813545180228	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
6413000	-4601.001371197349	-4523.025174152616	-77.97619704473237	-4523.025174152616	7.01957401972399	39.6486973688359	30.61724761675448	9.031449752081414	2	12	39	20	0	1.6460967891124003	0.4440355591697218	0.0763738076191584	0.7981524623606794	0.0038086924189227275	0.48656287543683513	8.092813545180228	0.34726847312012254	0.19727159537246552	0.20589404615826795	0.2495658853491445	
