Sample	posterior	likelihood	prior	treeLikelihood.h3n2_2deme	treeHeight.t:h3n2_2deme	treeLength.t:h3n2_2deme	Tree.t:h3n2_2deme.length_HongKong	Tree.t:h3n2_2deme.length_NewZealand	Tree.t:h3n2_2deme.count_HongKong_to_NewZealand	Tree.t:h3n2_2deme.count_NewZealand_to_HongKong	Tree.t:h3n2_2deme.count_HongKong	Tree.t:h3n2_2deme.count_NewZealand	rootTypeLogger.t:h3n2_2deme	migModel.t:h3n2_2deme.popSize_HongKong	migModel.t:h3n2_2deme.popSize_NewZealand	migModel.t:h3n2_2deme.rateMatrix_HongKong_NewZealand	migModel.t:h3n2_2deme.rateMatrix_NewZealand_HongKong	clockRate.c:h3n2_2deme	kappa.s:h3n2_2deme	gammaShape.s:h3n2_2deme	freqParameter.s:h3n2_2deme1	freqParameter.s:h3n2_2deme2	freqParameter.s:h3n2_2deme3	freqParameter.s:h3n2_2deme4
189000	-4605.4592140947025	-4523.8292223561875	-81.62999173851473	-4523.8292223561875	7.144698852747602	40.261421530560206	30.038638193662216	10.222783336897987	1	10	38	21	0	1.1520209546190807	0.37702038818618233	0.07193903160219306	0.781522820000696	0.00495493417813032	6.966518069275327	0.2992608591516012	0.3488189125812563	0.20600353471523347	0.20645293519528032	0.23872461750823018
190000	-4591.645727877193	-4522.494923834662	-69.15080404253172	-4522.494923834662	6.99455309468217	38.465538511473774	28.824677494982385	9.640861016491392	0	9	38	21	0	1.7276436237591732	0.2625140530919765	0.03783237306557397	1.588439264805641	0.004016189306944727	6.966518069275327	0.2992608591516012	0.3351520858351141	0.20600353471523347	0.2107314321022637	0.24811294734738898
191000	-4583.166331110103	-4517.118925534057	-66.04740557604622	-4517.118925534057	6.9226539023201665	39.66204448254251	30.724848266650536	8.937196215891994	0	10	39	20	0	1.7196615082796396	0.2613011770925726	0.015487819186394278	1.1532858007718292	0.004445838398825618	6.966518069275327	0.28283575772835334	0.3351520858351141	0.20600353471523347	0.2107314321022637	0.24811294734738898
192000	-4588.270025378472	-4516.7445403136435	-71.52548506482876	-4516.7445403136435	6.878519735351074	38.42181859235935	30.230719096397753	8.191099495961595	2	12	39	20	0	1.7114413078993571	0.3373746770742575	0.03176377849448839	1.6829200283615133	0.004279786490391319	6.966518069275327	0.28283575772835334	0.3351520858351141	0.20600353471523347	0.2107314321022637	0.24811294734738898
193000	-4580.512651058374	-4514.4216039823	-66.09104707607372	-4514.4216039823	6.852798109043347	38.22869855802282	30.506359853257013	7.722338704765817	0	11	40	19	0	2.1099131983483255	0.24069507348387945	0.04526634653563442	1.6850238042805235	0.004523789734770314	6.830837621421127	0.29334663161121416	0.3351520858351141	0.20600353471523347	0.2107314321022637	0.24811294734738898
194000	-4586.007858954278	-4522.987465320434	-63.0203936338438	-4522.987465320434	6.786575957356218	37.76089659353492	32.10466089407639	5.656235699458522	3	14	40	19	0	1.6412218089970187	0.2150861999886553	0.0984975302812315	1.6517061410344138	0.004203077723021493	6.648815262163171	0.29334663161121416	0.3351520858351141	0.20600353471523347	0.2107314321022637	0.24811294734738898
195000	-4576.323087578601	-4519.199802783432	-57.123284795169965	-4519.199802783432	6.730272321979205	37.99558501231535	31.418582490564845	6.577002521750508	0	11	40	19	0	1.9835342538561538	0.1771901743786927	0.038592919686524445	1.641784282503729	0.00437712278506746	6.648815262163171	0.32098477826451816	0.3351520858351141	0.20600353471523347	0.20215364248721432	0.2566907369624384
196000	-4591.336663270429	-4527.998319649252	-63.338343621176655	-4527.998319649252	6.815672958098162	37.78646447589014	31.411968596509254	6.374495879380895	0	11	40	19	0	1.5858549541759026	0.19570287522131452	0.04135746689353564	1.6391241039511166	0.004664785634735604	6.648815262163171	0.32098477826451816	0.3351520858351141	0.20600353471523347	0.20215364248721432	0.2566907369624384
197000	-4589.427172260522	-4528.594940823928	-60.83223143659395	-4528.594940823928	6.97019539188137	36.6172296336686	28.950541386745364	7.666688246923239	0	11	40	19	0	1.323156726354654	0.24335941185513224	0.07658330172221514	1.6438196027938925	0.003905723930868906	6.648815262163171	0.32098477826451816	0.3351520858351141	0.20600353471523347	0.20215364248721432	0.2566907369624384
198000	-4592.16014675917	-4521.584298151528	-70.57584860764207	-4521.584298151528	6.886051473449623	38.977326295645334	30.20482722817603	8.772499067469315	0	9	38	21	0	1.8779712530286234	0.2979589608743484	0.01950293571974758	0.7052792596977939	0.004563290869424846	6.648815262163171	0.32098477826451816	0.3351520858351141	0.20600353471523347	0.20215364248721432	0.2566907369624384
199000	-4586.474855737891	-4517.215176945268	-69.25967879262316	-4517.215176945268	6.72215126253675	37.82803784096906	28.429899082801185	9.398138758167883	0	10	39	20	0	1.4323619027775545	0.3936893716764179	0.011652744786716063	0.7952960471444919	0.004724735667472865	6.648815262163171	0.32098477826451816	0.3351520858351141	0.20600353471523347	0.20215364248721432	0.2566907369624384
200000	-4589.740906107233	-4520.8209436913985	-68.91996241583439	-4520.8209436913985	6.669600556127976	36.622461222256256	26.66955349160985	9.952907730646395	0	9	38	21	0	1.7796825774573226	0.5759054855433969	0.00506346830168054	1.0294021074542257	0.004466267806204493	10.407106334877641	0.32098477826451816	0.3351520858351141	0.20600353471523347	0.20215364248721432	0.2566907369624384
201000	-4589.579115670321	-4523.499371051037	-66.07974461928343	-4523.499371051037	6.590033442581239	36.75066885286976	28.44603480613794	8.304634046731817	0	10	39	20	0	1.7692241501142674	0.31616519303222707	0.020932050361388607	1.1752737210202162	0.0043951039141080514	10.407106334877641	0.32098477826451816	0.3351520858351141	0.20600353471523347	0.20215364248721432	0.2566907369624384
202000	-4607.820706584841	-4536.063411047616	-71.75729553722536	-4536.063411047616	6.928941565266561	38.6474305750451	30.272132232247372	8.375298342797716	0	9	38	21	0	1.5595717125239246	0.43151731210056443	0.01612912068735783	0.707082216934578	0.003331138074453725	10.407106334877641	0.32098477826451816	0.3351520858351141	0.20600353471523347	0.20215364248721432	0.2566907369624384
203000	-4600.394842832596	-4530.741458443248	-69.65338438934769	-4530.741458443248	6.94955598997969	38.04564598118433	29.02167611513306	9.02396986605126	0	8	37	22	0	1.0494756490130999	0.4389104058840741	0.032265180063252956	1.3463058832938375	0.004538578801843124	10.441321165258266	0.23359753631095037	0.3351520858351141	0.20600353471523347	0.20215364248721432	0.2566907369624384
204000	-4603.589700554927	-4524.63707421938	-78.95262633554614	-4524.63707421938	6.941039528900024	38.02286519425893	27.64203632688968	10.380828867369242	2	11	38	21	0	1.1627025996975002	0.4375393205438517	0.1014938823778859	1.4638480563248253	0.004480210531279912	6.964134634100627	0.23359753631095037	0.33827296455655614	0.20714964105938005	0.20215364248721432	0.25242375189684974
205000	-4587.334330762971	-4519.586692139279	-67.7476386236921	-4519.586692139279	6.8045399238714985	36.70638750631508	26.119205936123528	10.587181570191557	0	7	36	23	0	1.394059836193586	0.4548815820148081	0.1187552886502421	0.907644182253569	0.004843113972058667	6.964134634100627	0.23359753631095037	0.33827296455655614	0.20714964105938005	0.20215364248721432	0.25242375189684974
